fecha,provincia,casos_total,casos_nuevos,muertes_total,muertes_nuevos,observaciones
2020-05-19,Santiago del Estero,22,6,0,0,
2020-05-19,Tierra del Fuego,148,0,0,0,
2020-05-19,Tucumán,42,0,4,0,
2020-05-20,Buenos Aires,3096,178,162,5,
2020-05-20,CABA,3823,257,135,2,
2020-05-20,Chaco,660,35,34,1,
2020-05-20,Chubut,4,0,0,0,
2020-05-20,Córdoba,429,2,26,1,
2020-05-20,Corrientes,78,0,0,0,
2020-05-20,Entre Ríos,29,0,0,0,
2020-05-20,Jujuy,5,0,0,0,
2020-05-20,La Pampa,5,0,0,0,
2020-05-20,La Rioja,63,0,7,0,
2020-05-20,Mendoza,89,0,8,0,
2020-05-20,Misiones,25,0,1,0,
2020-05-20,Neuquén,114,0,5,0,
2020-05-20,Río Negro,333,2,13,1,
2020-05-20,Salta,5,0,0,0,
2020-05-20,San Juan,4,0,0,0,
2020-05-20,San Luis,11,0,0,0,
2020-05-20,Santa Cruz,49,0,0,0,
2020-05-20,Santa Fe,249,0,3,0,
2020-05-20,Santiago del Estero,22,0,0,0,
2020-05-20,Tierra del Fuego,148,0,0,0,
2020-05-20,Tucumán,42,0,4,0,
2020-05-21,Buenos Aires,3309,213,171,9,
2020-05-21,CABA,4202,379,137,2,
2020-05-21,Chaco,694,34,36,2,
2020-05-21,Chubut,4,0,0,0,
2020-05-21,Córdoba,441,12,26,0,
2020-05-21,Corrientes,78,0,0,0,
2020-05-21,Entre Ríos,29,0,0,0,
2020-05-21,Jujuy,5,0,0,0,
2020-05-21,La Pampa,5,0,0,0,
2020-05-21,La Rioja,63,0,7,0,
2020-05-21,Mendoza,90,1,8,0,
2020-05-21,Misiones,25,0,1,0,
2020-05-21,Neuquén,114,0,5,0,
2020-05-21,Río Negro,336,3,13,0,
2020-05-21,Salta,5,0,0,0,
2020-05-21,San Juan,4,0,0,0,
2020-05-21,San Luis,11,0,0,0,
2020-05-21,Santa Cruz,49,0,0,0,
2020-05-21,Santa Fe,254,5,3,0,
2020-05-21,Santiago del Estero,22,0,0,0,
2020-05-21,Tierra del Fuego,148,0,0,0,
2020-05-21,Tucumán,43,1,4,0,
2020-05-22,Buenos Aires,3575,266,177,6,
2020-05-22,CABA,4606,404,144,7,
2020-05-22,Chaco,721,27,38,2,
2020-05-22,Chubut,4,0,0,0,
2020-05-22,Córdoba,450,9,27,1,
2020-05-22,Corrientes,78,0,0,0,
2020-05-22,Entre Ríos,29,0,0,0,
2020-05-22,Jujuy,5,0,0,0,
2020-05-22,La Pampa,5,0,0,0,
2020-05-22,La Rioja,63,0,7,0,
2020-05-22,Mendoza,90,0,8,0,
2020-05-22,Misiones,25,0,1,0,
2020-05-22,Neuquén,114,0,5,0,
2020-05-22,Río Negro,342,6,15,2,
2020-05-22,Salta,7,2,0,0,
2020-05-22,San Juan,4,0,0,0,
2020-05-22,San Luis,11,0,0,0,
2020-05-22,Santa Cruz,49,0,0,0,
2020-05-22,Santa Fe,258,4,3,0,
2020-05-22,Santiago del Estero,22,0,0,0,
2020-05-22,Tierra del Fuego,148,0,0,0,
2020-05-22,Tucumán,43,0,4,0,
2020-05-23,Buenos Aires,3864,289,181,4,
2020-05-23,CABA,5006,400,150,6,
2020-05-23,Chaco,728,7,40,2,
2020-05-23,Chubut,4,0,0,0,
2020-05-23,Córdoba,450,0,27,0,
2020-05-23,Corrientes,78,0,0,0,
2020-05-23,Entre Ríos,29,0,0,0,
2020-05-23,Jujuy,5,0,0,0,
2020-05-23,La Pampa,5,0,0,0,
2020-05-23,La Rioja,63,0,7,0,
2020-05-23,Mendoza,90,0,8,0,
2020-05-23,Misiones,25,0,1,0,
2020-05-23,Neuquén,114,0,5,0,
2020-05-23,Río Negro,347,5,15,0,
2020-05-23,Salta,7,0,0,0,
2020-05-23,San Juan,4,0,0,0,
2020-05-23,San Luis,11,0,0,0,
2020-05-23,Santa Cruz,49,0,0,0,
2020-05-23,Santa Fe,258,0,3,0,
2020-05-23,Santiago del Estero,22,0,0,0,
2020-05-23,Tierra del Fuego,148,0,0,0,
2020-05-23,Tucumán,46,3,4,0,
2020-05-24,Buenos Aires,4060,196,183,2,
2020-05-24,CABA,5500,494,153,3,
2020-05-24,Chaco,748,20,42,2,
2020-05-24,Chubut,4,0,0,0,
2020-05-24,Córdoba,456,6,27,0,
2020-05-24,Corrientes,78,0,0,0,
2020-05-24,Entre Ríos,29,0,0,0,
2020-05-24,Jujuy,5,0,0,0,
2020-05-24,La Pampa,5,0,0,0,
2020-05-24,La Rioja,63,0,7,0,
2020-05-24,Mendoza,90,0,8,0,
2020-05-24,Misiones,25,0,1,0,
2020-05-24,Neuquén,115,1,5,0,
2020-05-24,Río Negro,352,5,15,0,
2020-05-24,Salta,7,0,0,0,
2020-05-24,San Juan,4,0,0,0,
2020-05-24,San Luis,11,0,0,0,
2020-05-24,Santa Cruz,49,0,0,0,
2020-05-24,Santa Fe,260,2,3,0,
2020-05-24,Santiago del Estero,22,0,0,0,
2020-05-24,Tierra del Fuego,148,0,0,0,
2020-05-24,Tucumán,45,-1,4,0,1 caso fue reclasificado a la Ciudad de Buenos Aires (CABA)
2020-05-25,Buenos Aires,4219,159,188,5,
2020-05-25,CABA,5875,375,161,8,
2020-05-25,Chaco,757,9,42,0,
2020-05-25,Chubut,4,0,0,0,
2020-05-25,Córdoba,459,3,28,1,
2020-05-25,Corrientes,78,0,0,0,
2020-05-25,Entre Ríos,29,0,0,0,
2020-05-25,Jujuy,5,0,0,0,
2020-05-25,La Pampa,5,0,0,0,
2020-05-25,La Rioja,63,0,7,0,
2020-05-25,Mendoza,90,0,8,0,
2020-05-25,Misiones,25,0,1,0,
2020-05-25,Neuquén,116,1,5,0,
2020-05-25,Río Negro,356,4,16,1,
2020-05-25,Salta,7,0,0,0,
2020-05-25,San Juan,4,0,0,0,
2020-05-25,San Luis,11,0,0,0,
2020-05-25,Santa Cruz,49,0,0,0,
2020-05-25,Santa Fe,259,-1,3,0,1 caso fue reclasificado a la Ciudad de Buenos Aires (CABA)
2020-05-25,Santiago del Estero,22,0,0,0,
2020-05-25,Tierra del Fuego,148,0,0,0,
2020-05-25,Tucumán,47,2,4,0,
2020-05-26,Buenos Aires,4455,236,198,10,
2020-05-26,CABA,6202,327,166,5,
2020-05-26,Chaco,780,23,44,2,
2020-05-26,Chubut,5,1,0,0,
2020-05-26,Córdoba,459,0,28,0,
2020-05-26,Corrientes,78,0,0,0,
2020-05-26,Entre Ríos,29,0,0,0,
2020-05-26,Jujuy,5,0,0,0,
2020-05-26,La Pampa,5,0,0,0,
2020-05-26,La Rioja,63,0,7,0,
2020-05-26,Mendoza,90,0,8,0,
2020-05-26,Misiones,25,0,1,0,
2020-05-26,Neuquén,123,7,5,0,
2020-05-26,Río Negro,360,4,16,0,
2020-05-26,Salta,7,0,0,0,
2020-05-26,San Juan,4,0,0,0,
2020-05-26,San Luis,11,0,0,0,
2020-05-26,Santa Cruz,49,0,0,0,
2020-05-26,Santa Fe,261,2,3,0,
2020-05-26,Santiago del Estero,22,0,0,0,
2020-05-26,Tierra del Fuego,148,0,0,0,
2020-05-26,Tucumán,47,0,4,0,
2020-05-27,Buenos Aires,4770,315,201,3,
2020-05-27,CABA,6564,361,170,4,
2020-05-27,Chaco,796,16,46,2,
2020-05-27,Chubut,5,0,0,0,
2020-05-27,Córdoba,459,0,29,1,
2020-05-27,Corrientes,80,2,0,0,
2020-05-27,Entre Ríos,29,0,0,0,
2020-05-27,Jujuy,5,0,0,0,
2020-05-27,La Pampa,5,0,0,0,
2020-05-27,La Rioja,63,0,7,0,
2020-05-27,Mendoza,89,0,8,0,1 caso fue reclasificado como descartado
2020-05-27,Misiones,25,0,1,0,
2020-05-27,Neuquén,125,2,5,0,
2020-05-27,Río Negro,368,8,16,0,
2020-05-27,Salta,7,0,0,0,
2020-05-27,San Juan,5,1,0,0,
2020-05-27,San Luis,11,0,0,0,
2020-05-27,Santa Cruz,49,0,0,0,
2020-05-27,Santa Fe,260,0,3,0,1 caso fue reclasificado a la Ciudad de Buenos Aires (CABA)
2020-05-27,Santiago del Estero,22,0,0,0,
2020-05-27,Tierra del Fuego,149,1,0,0,
2020-05-27,Tucumán,47,0,4,0,
2020-05-28,Buenos Aires,5069,299,205,4,
2020-05-28,CABA,6989,425,173,3,
2020-05-28,Chaco,824,28,47,1,
2020-05-28,Chubut,8,3,0,0,
2020-05-28,Córdoba,458,-1,29,0,1 caso fue reclasificado a la provincia de Buenos Aires
2020-05-28,Corrientes,81,1,0,0,
2020-05-28,Entre Ríos,30,1,0,0,
2020-05-28,Jujuy,6,1,0,0,
2020-05-28,La Pampa,5,0,0,0,
2020-05-28,La Rioja,63,0,7,0,
2020-05-28,Mendoza,89,0,8,0,
2020-05-28,Misiones,27,2,1,0,
2020-05-28,Neuquén,128,3,5,0,
2020-05-28,Río Negro,375,7,16,0,
2020-05-28,Salta,7,0,0,0,
2020-05-28,San Juan,5,0,0,0,
2020-05-28,San Luis,11,0,0,0,
2020-05-28,Santa Cruz,49,0,0,0,
2020-05-28,Santa Fe,260,0,3,0,
2020-05-28,Santiago del Estero,22,0,0,0,
2020-05-28,Tierra del Fuego,149,0,0,0,
2020-05-28,Tucumán,47,0,4,0,
2020-05-29,Buenos Aires,5342,273,210,5,
2020-05-29,CABA,7388,399,179,6,
2020-05-29,Chaco,850,26,48,1,
2020-05-29,Chubut,8,0,0,0,
2020-05-29,Córdoba,457,-1,29,0,1 caso fue reclasificado a la Ciudad de Buenos Aires (CABA)
2020-05-29,Corrientes,87,6,0,0,
2020-05-29,Entre Ríos,30,0,0,0,
2020-05-29,Jujuy,6,0,0,0,
2020-05-29,La Pampa,5,0,0,0,
2020-05-29,La Rioja,63,0,7,0,
2020-05-29,Mendoza,89,0,8,0,
2020-05-29,Misiones,27,0,1,0,
2020-05-29,Neuquén,130,2,5,0,
2020-05-29,Río Negro,387,12,16,0,
2020-05-29,Salta,7,0,0,0,
2020-05-29,San Juan,5,0,0,0,
2020-05-29,San Luis,11,0,0,0,
2020-05-29,Santa Cruz,49,0,0,0,
2020-05-29,Santa Fe,260,0,3,0,
2020-05-29,Santiago del Estero,22,0,0,0,
2020-05-29,Tierra del Fuego,149,0,0,0,
2020-05-29,Tucumán,47,0,4,0,
2020-05-30,Buenos Aires,5638,296,212,2,
2020-05-30,CABA,7848,459,181,2,
2020-05-30,Chaco,874,24,52,4,
2020-05-30,Chubut,10,2,0,0,
2020-05-30,Córdoba,456,0,29,0,1 caso fue reclasificado a la Ciudad de Buenos Aires (CABA)
2020-05-30,Corrientes,87,0,0,0,
2020-05-30,Entre Ríos,31,1,0,0,
2020-05-30,Jujuy,6,0,0,0,
2020-05-30,La Pampa,5,0,0,0,
2020-05-30,La Rioja,63,0,7,0,
2020-05-30,Mendoza,92,3,8,0,
2020-05-30,Misiones,27,0,1,0,
2020-05-30,Neuquén,131,1,5,0,
2020-05-30,Río Negro,392,5,16,0,
2020-05-30,Salta,8,1,0,0,
2020-05-30,San Juan,5,0,0,0,
2020-05-30,San Luis,11,0,0,0,
2020-05-30,Santa Cruz,49,0,0,0,
2020-05-30,Santa Fe,262,2,3,0,
2020-05-30,Santiago del Estero,22,0,0,0,
2020-05-30,Tierra del Fuego,149,0,0,0,
2020-05-30,Tucumán,48,1,4,0,
2020-05-31,Buenos Aires,5892,254,218,6,
2020-05-31,CABA,8206,358,186,5,
2020-05-31,Chaco,887,13,52,0,
2020-05-31,Chubut,10,0,0,0,
2020-05-31,Córdoba,458,2,29,0,
2020-05-31,Corrientes,88,1,0,0,
2020-05-31,Entre Ríos,31,0,0,0,
2020-05-31,Jujuy,6,0,0,0,
2020-05-31,La Pampa,5,0,0,0,
2020-05-31,La Rioja,63,0,7,0,
2020-05-31,Mendoza,92,0,8,0,
2020-05-31,Misiones,28,1,1,0,
2020-05-31,Neuquén,134,3,5,0,
2020-05-31,Río Negro,396,4,16,0,
2020-05-31,Salta,8,0,0,0,
2020-05-31,San Juan,5,0,0,0,
2020-05-31,San Luis,11,0,0,0,
2020-05-31,Santa Cruz,50,1,0,0,
2020-05-31,Santa Fe,262,0,3,0,
2020-05-31,Santiago del Estero,22,0,0,0,
2020-05-31,Tierra del Fuego,149,0,0,0,
2020-05-31,Tucumán,48,0,4,0,
2020-06-01,Buenos Aires,6144,252,223,5,
2020-06-01,CABA,8480,274,194,8,
2020-06-01,Chaco,890,3,55,3,
2020-06-01,Chubut,10,0,0,0,
2020-06-01,Córdoba,458,0,30,1,
2020-06-01,Corrientes,94,6,0,0,
2020-06-01,Entre Ríos,31,0,0,0,
2020-06-01,Jujuy,6,0,0,0,
2020-06-01,La Pampa,5,0,0,0,
2020-06-01,La Rioja,63,0,7,0,
2020-06-01,Mendoza,100,8,8,0,
2020-06-01,Misiones,28,0,1,0,
2020-06-01,Neuquén,137,3,5,0,
2020-06-01,Río Negro,407,11,16,0,
2020-06-01,Salta,11,3,0,0,
2020-06-01,San Juan,5,0,0,0,
2020-06-01,San Luis,11,0,0,0,
2020-06-01,Santa Cruz,51,1,0,0,
2020-06-01,Santa Fe,265,3,3,0,
2020-06-01,Santiago del Estero,22,0,0,0,
2020-06-01,Tierra del Fuego,149,0,0,0,
2020-06-01,Tucumán,48,0,4,0,
2020-06-02,Buenos Aires,6632,488,231,8,
2020-06-02,CABA,8851,371,197,3,
2020-06-02,Chaco,920,30,57,2,
2020-06-02,Chubut,10,0,0,0,
2020-06-02,Córdoba,459,1,30,0,
2020-06-02,Corrientes,96,2,0,0,
2020-06-02,Entre Ríos,33,2,0,0,
2020-06-02,Jujuy,6,0,0,0,
2020-06-02,La Pampa,5,0,0,0,
2020-06-02,La Rioja,63,0,7,0,
2020-06-02,Mendoza,100,0,8,0,
2020-06-02,Misiones,28,0,1,0,
2020-06-02,Neuquén,140,3,5,0,
2020-06-02,Río Negro,410,3,16,0,
2020-06-02,Salta,15,4,0,0,
2020-06-02,San Juan,5,0,0,0,
2020-06-02,San Luis,11,0,0,0,
2020-06-02,Santa Cruz,51,0,0,0,
2020-06-02,Santa Fe,265,0,3,0,
2020-06-02,Santiago del Estero,22,0,0,0,
2020-06-02,Tierra del Fuego,149,0,0,0,
2020-06-02,Tucumán,48,0,4,0,
2020-06-03,Buenos Aires,7074,442,237,6,
2020-06-03,CABA,9318,467,202,5,
2020-06-03,Chaco,926,6,58,1,
2020-06-03,Chubut,11,1,0,0,
2020-06-03,Córdoba,460,1,31,1,
2020-06-03,Corrientes,96,0,0,0,
2020-06-03,Entre Ríos,35,2,0,0,
2020-06-03,Jujuy,6,0,0,0,
2020-06-03,La Pampa,5,0,0,0,
2020-06-03,La Rioja,63,0,7,0,
2020-06-03,Mendoza,100,0,8,0,
2020-06-03,Misiones,29,1,1,0,
2020-06-03,Neuquén,150,10,5,0,
2020-06-03,Río Negro,426,16,17,1,
2020-06-03,Salta,15,0,0,0,
2020-06-03,San Juan,5,0,0,0,
2020-06-03,San Luis,11,0,0,0,
2020-06-03,Santa Cruz,51,0,0,0,
2020-06-03,Santa Fe,268,3,3,0,
2020-06-03,Santiago del Estero,22,0,0,0,
2020-06-03,Tierra del Fuego,149,0,0,0,
2020-06-03,Tucumán,48,0,4,0,
2020-06-04,Buenos Aires,7496,422,248,11,
2020-06-04,CABA,9754,436,214,12,
2020-06-04,Chaco,979,53,59,1,
2020-06-04,Chubut,11,0,0,0,
2020-06-04,Córdoba,462,2,31,0,
2020-06-04,Corrientes,96,0,0,0,
2020-06-04,Entre Ríos,35,0,0,0,
2020-06-04,Jujuy,6,0,0,0,
2020-06-04,La Pampa,5,0,0,0,
2020-06-04,La Rioja,63,0,7,0,
2020-06-04,Mendoza,100,0,8,0,
2020-06-04,Misiones,31,2,1,0,
2020-06-04,Neuquén,150,0,5,0,
2020-06-04,Río Negro,434,8,18,1,
2020-06-04,Salta,15,0,0,0,
2020-06-04,San Juan,5,0,0,0,
2020-06-04,San Luis,11,0,0,0,
2020-06-04,Santa Cruz,51,0,0,0,
2020-06-04,Santa Fe,273,5,3,0,
2020-06-04,Santiago del Estero,22,0,0,0,
2020-06-04,Tierra del Fuego,149,0,0,0,
2020-06-04,Tucumán,49,1,4,0,
2020-06-05,Buenos Aires,7868,371,256,8,
2020-06-05,CABA,10174,420,229,15,
2020-06-05,Chaco,1008,29,60,1,
2020-06-05,Chubut,14,3,0,0,
2020-06-05,Córdoba,464,2,31,0,
2020-06-05,Corrientes,96,0,0,0,
2020-06-05,Entre Ríos,39,4,0,0,
2020-06-05,Jujuy,6,0,0,0,
2020-06-05,La Pampa,5,0,0,0,
2020-06-05,La Rioja,63,0,7,0,
2020-06-05,Mendoza,101,1,8,0,
2020-06-05,Misiones,30,0,1,0,1 caso fue reclasificado a la provincia de Buenos Aires
2020-06-05,Neuquén,151,1,5,0,
2020-06-05,Río Negro,442,8,18,0,
2020-06-05,Salta,15,0,0,0,
2020-06-05,San Juan,5,0,0,0,
2020-06-05,San Luis,11,0,0,0,
2020-06-05,Santa Cruz,51,0,0,0,
2020-06-05,Santa Fe,274,1,3,0,
2020-06-05,Santiago del Estero,22,0,0,0,
2020-06-05,Tierra del Fuego,149,0,0,0,
2020-06-05,Tucumán,49,0,4,0,
2020-06-06,Buenos Aires,8325,457,258,2,
2020-06-06,CABA,10649,474,242,13,
2020-06-06,Chaco,1027,19,60,0,
2020-06-06,Chubut,15,1,0,0,
2020-06-06,Córdoba,464,0,32,1,
2020-06-06,Corrientes,96,0,0,0,
2020-06-06,Entre Ríos,49,10,0,0,
2020-06-06,Jujuy,6,0,0,0,
2020-06-06,La Pampa,5,0,0,0,
2020-06-06,La Rioja,63,0,7,0,
2020-06-06,Mendoza,100,0,8,0,1 caso fue reclasificado a la Ciudad de Buenos Aires (CABA)
2020-06-06,Misiones,34,4,1,0,
2020-06-06,Neuquén,152,1,5,0,
2020-06-06,Río Negro,457,15,18,0,
2020-06-06,Salta,15,0,0,0,
2020-06-06,San Juan,5,0,0,0,
2020-06-06,San Luis,11,0,0,0,
2020-06-06,Santa Cruz,51,0,0,0,
2020-06-06,Santa Fe,276,2,3,0,
2020-06-06,Santiago del Estero,22,0,0,0,
2020-06-06,Tierra del Fuego,149,0,0,0,
2020-06-06,Tucumán,49,0,4,0,
2020-06-07,Buenos Aires,8700,375,267,9,
2020-06-07,CABA,11010,359,246,4,Uno de los fallecidos no registra información de su edad
2020-06-07,Chaco,1045,18,61,1,
2020-06-07,Chubut,20,5,0,0,
2020-06-07,Córdoba,463,0,32,0,1 caso fue reclasificado a la Ciudad de Buenos Aires (CABA)
2020-06-07,Corrientes,96,0,0,0,
2020-06-07,Entre Ríos,51,2,0,0,
2020-06-07,Jujuy,6,0,0,0,
2020-06-07,La Pampa,5,0,0,0,
2020-06-07,La Rioja,64,1,8,1,
2020-06-07,Mendoza,100,0,8,0,
2020-06-07,Misiones,36,3,1,0,
2020-06-07,Neuquén,152,0,5,0,
2020-06-07,Río Negro,467,10,19,1,
2020-06-07,Salta,16,1,0,0,
2020-06-07,San Juan,5,0,0,0,
2020-06-07,San Luis,11,0,0,0,
2020-06-07,Santa Cruz,51,0,0,0,
2020-06-07,Santa Fe,276,0,3,0,
2020-06-07,Santiago del Estero,22,0,0,0,
2020-06-07,Tierra del Fuego,149,0,0,0,
2020-06-07,Tucumán,49,0,4,0,
2020-06-08,Buenos Aires,9044,344,283,16,
2020-06-08,CABA,11430,420,255,9,
2020-06-08,Chaco,1090,45,62,1,
2020-06-08,Chubut,21,1,0,0,
2020-06-08,Córdoba,464,1,32,0,
2020-06-08,Corrientes,96,0,0,0,
2020-06-08,Entre Ríos,53,2,0,0,
2020-06-08,Jujuy,6,0,0,0,
2020-06-08,La Pampa,5,0,0,0,
2020-06-08,La Rioja,64,0,8,0,
2020-06-08,Mendoza,101,1,8,0,
2020-06-08,Misiones,37,1,1,0,
2020-06-08,Neuquén,152,0,5,0,
2020-06-08,Río Negro,478,11,21,2,
2020-06-08,Salta,16,0,0,0,
2020-06-08,San Juan,5,0,0,0,
2020-06-08,San Luis,11,0,0,0,
2020-06-08,Santa Cruz,51,0,0,0,
2020-06-08,Santa Fe,276,0,3,0,
2020-06-08,Santiago del Estero,22,0,0,0,
2020-06-08,Tierra del Fuego,149,0,0,0,
2020-06-08,Tucumán,49,0,5,1,El fallecido no registra información de su edad
2020-06-09,Buenos Aires,9590,545,296,13,
2020-06-09,CABA,11965,535,263,8,
2020-06-09,Chaco,1118,28,64,2,
2020-06-09,Chubut,26,5,0,0,
2020-06-09,Córdoba,466,2,32,0,
2020-06-09,Corrientes,97,1,0,0,
2020-06-09,Entre Ríos,55,2,0,0,
2020-06-09,Jujuy,8,2,0,0,
2020-06-09,La Pampa,5,0,0,0,
2020-06-09,La Rioja,64,0,8,0,
2020-06-09,Mendoza,102,1,8,0,
2020-06-09,Misiones,36,0,1,0,1 caso fue reclasificado a la provincia de Buenos Aires
2020-06-09,Neuquén,157,5,5,0,
2020-06-09,Río Negro,491,13,22,1,
2020-06-09,Salta,16,0,0,0,
2020-06-09,San Juan,5,0,0,0,
2020-06-09,San Luis,11,0,0,0,
2020-06-09,Santa Cruz,51,0,0,0,
2020-06-09,Santa Fe,278,2,3,0,
2020-06-09,Santiago del Estero,22,0,0,0,
2020-06-09,Tierra del Fuego,149,0,0,0,
2020-06-09,Tucumán,49,0,5,0,
2020-06-10,Buenos Aires,10211,621,303,7,
2020-06-10,CABA,12487,521,274,11,
2020-06-10,Chaco,1163,45,64,0,
2020-06-10,Chubut,26,0,0,0,
2020-06-10,Córdoba,471,5,32,0,
2020-06-10,Corrientes,97,0,0,0,
2020-06-10,Entre Ríos,59,4,0,0,
2020-06-10,Jujuy,8,0,0,0,
2020-06-10,La Pampa,5,0,0,0,
2020-06-10,La Rioja,64,0,8,0,
2020-06-10,Mendoza,102,0,8,0,
2020-06-10,Misiones,36,0,1,0,
2020-06-10,Neuquén,167,10,5,0,
2020-06-10,Río Negro,503,12,22,0,
2020-06-10,Salta,19,3,0,0,
2020-06-10,San Juan,6,1,0,0,
2020-06-10,San Luis,11,0,0,0,
2020-06-10,Santa Cruz,51,0,0,0,
2020-06-10,Santa Fe,282,4,3,0,
2020-06-10,Santiago del Estero,22,0,0,0,
2020-06-10,Tierra del Fuego,149,0,0,0,
2020-06-10,Tucumán,48,0,5,0,1 caso fue reclasificado a la Ciudad de Buenos Aires (CABA)
2020-06-11,Buenos Aires,10968,756,322,19,
2020-06-11,CABA,13026,538,282,8,
2020-06-11,Chaco,1211,48,65,1,
2020-06-11,Chubut,26,0,0,0,
2020-06-11,Córdoba,474,3,32,0,
2020-06-11,Corrientes,100,3,0,0,
2020-06-11,Entre Ríos,65,6,0,0,
2020-06-11,Jujuy,8,0,0,0,
2020-06-11,La Pampa,5,0,0,0,
2020-06-11,La Rioja,64,0,8,0,
2020-06-11,Mendoza,103,1,8,0,
2020-06-11,Misiones,37,1,2,1,
2020-06-11,Neuquén,181,14,5,0,
2020-06-11,Río Negro,517,14,23,1,
2020-06-11,Salta,17,0,0,0,"Reclasificó dos casos, uno a la Ciudad de Buenos Aires (CABA) y otro a la provincia de Buenos Aires"
2020-06-11,San Juan,6,0,0,0,
2020-06-11,San Luis,11,0,0,0,
2020-06-11,Santa Cruz,51,0,0,0,
2020-06-11,Santa Fe,284,2,3,0,
2020-06-11,Santiago del Estero,22,0,0,0,
2020-06-11,Tierra del Fuego,149,0,0,0,
2020-06-11,Tucumán,48,0,5,0,
2020-06-12,Buenos Aires,11712,744,333,11,
2020-06-12,CABA,13591,565,286,4,
2020-06-12,Chaco,1250,39,68,3,
2020-06-12,Chubut,30,4,1,1,
2020-06-12,Córdoba,483,9,33,1,
2020-06-12,Corrientes,100,0,0,0,
2020-06-12,Entre Ríos,69,4,0,0,
2020-06-12,Formosa,1,1,0,0,"Reportó 24 casos más, aún no fueron cargados en el Sistema Nacional de Vigilancia Sanitaria (SNVS 2.0)"
2020-06-12,Jujuy,8,0,0,0,
2020-06-12,La Pampa,5,0,0,0,
2020-06-12,La Rioja,64,0,8,0,
2020-06-12,Mendoza,105,2,8,0,
2020-06-12,Misiones,37,0,2,0,
2020-06-12,Neuquén,187,6,5,0,
2020-06-12,Río Negro,533,16,23,0,
2020-06-12,Salta,17,0,0,0,
2020-06-12,San Juan,6,0,0,0,
2020-06-12,San Luis,11,0,0,0,
2020-06-12,Santa Cruz,51,0,0,0,
2020-06-12,Santa Fe,284,0,3,0,
2020-06-12,Santiago del Estero,22,0,0,0,
2020-06-12,Tierra del Fuego,149,0,0,0,
2020-06-12,Tucumán,49,1,5,0,
2020-06-13,Buenos Aires,12561,849,352,19,
2020-06-13,CABA,14149,558,293,7,
2020-06-13,Chaco,1299,49,68,0,
2020-06-13,Chubut,39,9,1,0,
2020-06-13,Córdoba,489,6,33,0,
2020-06-13,Corrientes,101,1,0,0,
2020-06-13,Entre Ríos,71,2,0,0,
2020-06-13,Formosa,27,26,0,0,
2020-06-13,Jujuy,8,0,1,1,
2020-06-13,La Pampa,5,0,0,0,
2020-06-13,La Rioja,64,0,8,0,
2020-06-13,Mendoza,105,0,8,0,
2020-06-13,Misiones,37,0,2,0,
2020-06-13,Neuquén,200,13,5,0,
2020-06-13,Río Negro,546,13,26,3,
2020-06-13,Salta,19,2,0,0,
2020-06-13,San Juan,7,1,0,0,
2020-06-13,San Luis,11,0,0,0,
2020-06-13,Santa Cruz,51,0,0,0,
2020-06-13,Santa Fe,285,1,3,0,
2020-06-13,Santiago del Estero,22,0,0,0,
2020-06-13,Tierra del Fuego,149,0,0,0,
2020-06-13,Tucumán,50,1,5,0,
2020-06-14,Buenos Aires,13196,635,361,9,
2020-06-14,CABA,14707,558,298,5,
2020-06-14,Chaco,1326,27,71,3,
2020-06-14,Chubut,41,2,1,0,
2020-06-14,Córdoba,495,6,34,1,
2020-06-14,Corrientes,103,2,0,0,
2020-06-14,Entre Ríos,86,15,0,0,
2020-06-14,Formosa,33,6,0,0,
2020-06-14,Jujuy,8,0,1,0,
2020-06-14,La Pampa,6,1,0,0,
2020-06-14,La Rioja,64,0,8,0,
2020-06-14,Mendoza,112,7,8,0,
2020-06-14,Misiones,37,0,2,0,
2020-06-14,Neuquén,209,9,5,0,
2020-06-14,Río Negro,552,6,26,0,
2020-06-14,Salta,21,2,0,0,
2020-06-14,San Juan,7,0,0,0,
2020-06-14,San Luis,11,0,0,0,
2020-06-14,Santa Cruz,51,0,0,0,
2020-06-14,Santa Fe,285,0,3,0,
2020-06-14,Santiago del Estero,22,0,0,0,
2020-06-14,Tierra del Fuego,149,0,0,0,
2020-06-14,Tucumán,56,6,5,0,
2020-06-15,Buenos Aires,13748,552,373,12,
2020-06-15,CABA,15282,575,305,7,
2020-06-15,Chaco,1364,38,71,0,
2020-06-15,Chubut,63,22,1,0,
2020-06-15,Córdoba,497,2,35,1,
2020-06-15,Corrientes,104,1,0,0,
2020-06-15,Entre Ríos,88,2,0,0,
2020-06-15,Formosa,33,0,0,0,
2020-06-15,Jujuy,8,0,1,0,
2020-06-15,La Pampa,6,0,0,0,
2020-06-15,La Rioja,64,0,8,0,
2020-06-15,Mendoza,112,0,8,0,
2020-06-15,Misiones,38,1,2,0,
2020-06-15,Neuquén,212,3,5,0,
2020-06-15,Río Negro,564,12,27,1,
2020-06-15,Salta,21,0,0,0,
2020-06-15,San Juan,7,0,0,0,
2020-06-15,San Luis,11,0,0,0,
2020-06-15,Santa Cruz,51,0,0,0,
2020-06-15,Santa Fe,285,0,3,0,
2020-06-15,Santiago del Estero,22,0,0,0,
2020-06-15,Tierra del Fuego,149,0,0,0,
2020-06-15,Tucumán,56,0,5,0,
2020-06-16,Buenos Aires,14546,797,380,7,
2020-06-16,CABA,15770,488,315,10,
